Id,Name,Date,Rating,Popularity,Length,Tags
1313,Chu x Pet,2015-04-24,7.03,1.52,Medium,"['Brocon Heroine', 'Brother/Sister Romance', ""Protagonist's Non-blood-related Sister as a Heroine"", ""Protagonist's Older Sister as a Heroine"", ""Protagonist's Younger Sister as a Heroine"", 'Nameable Protagonist', 'Oneesan-type Heroine', 'ADV', 'Amnesia', 'Dark Skinned Heroine', 'Foreigner Heroine', 'Heroine with Swimsuits', 'High School Student Heroine', 'High School Student Protagonist', 'Kissing Scene', 'Love Hotel', 'More Than Seven Endings', 'Naked Sprites', 'Only Virgin Heroines', 'Shimaidon Ending', 'Shimaidon with Twins Ending']"
1314,Shunki Gentei Poco a Poco!,2011-11-25,6.98,1.52,Medium,"['Comedy', ""Protagonist's Younger Sister as a Heroine"", 'Brocon Heroine', 'Drama', 'Male Protagonist', 'Musical Themes', ""Protagonist's Non-blood-related Sister as a Heroine"", 'Tsundere Heroine', 'ADV', 'Branching Plot', 'Family', 'Few Choices', 'Flashback', 'Genius Heroine', 'High School', 'High School Student Heroine', 'Imouto-type Heroine', 'Multiple Endings', 'Only Virgin Heroines', 'Protagonist with a Face']"
1315,Gleam Garden no Shoujo -Witch in Gleamgarden-,2013-07-26,6.97,1.52,Long,"['Discrimination', 'Major Antagonist', 'High School Student Heroine', 'Drama', 'Violence', 'One True End', 'Unlockable Choices', 'ADV', 'Unlockable Routes', 'Homicide', 'Martial Artist Heroine', 'Protagonist with a Face', 'Psychological Trauma', ""Super Deformed CG's"", 'Male Protagonist', 'Revenge', 'Unarmed Combat', 'Brief NVL Scenes', 'Bloody Scenes', 'Delusional Heroine', 'Fighting Protagonist', 'Pragmatic Protagonist', 'Side Portraits', 'Multiple Endings', 'Multiple Route Mystery', 'Naked Sprites', 'Other Perspectives']"
1316,Spocon! ~Sports Wear-Complex~,2012-07-27,7.02,1.52,Medium,"['School Sports Club', 'Male Protagonist', 'School Sports Club Member Heroine', 'Student Heroine', 'Teacher Protagonist', 'ADV', 'Multiple Endings', 'Romance', 'Swimming Club', 'Adult Protagonist', 'Archery Club', 'Athlete Heroine', 'Cheerleader Heroine', 'Comedy', 'High School Student Heroine', 'Only Virgin Heroines', 'Popular Protagonist', 'Female Protagonist for a Short Time', 'Other Perspectives']"
1317,PURELY x CATION,2016-04-28,7.17,1.52,Long,"['Dating Simulation', 'Highly Animated Sprites', 'Male Protagonist', 'Protagonist with Voiced Changeable Names', 'Romance', 'Lip Sync', ""Protagonist's Senpai as a Heroine"", 'Yamato Nadeshiko Heroine', 'Adult Heroine', 'ADV', 'Athlete Heroine', 'Basketball', 'Clothing Damage', 'Coodere Heroine', 'Date Display', 'Heroine with Big Breasts', 'Heroine with Huge Breasts', 'Heroine with Small Breasts (Non-Loli)', 'High School', 'High School Student Heroine', 'Nympho Heroine']"
1318,"Amae Haha Nozomi ""Dame yo, Sonna ni Okaa-san o Motomenaide...""",2012-09-21,7.13,1.51,Medium,"['Adult Heroine', 'Central Heroine', 'Choices with 4 or More Options', 'Deredere Hero', 'Interactive Touching Game', 'Male Protagonist', 'ADV', 'Impregnation', 'Pregnancy', 'Student Heroine', 'Widow Heroine', 'Lots of Choices', 'Deredere Heroine', 'Hero(ine) Selection', ""Heroine's Mother as a Heroine"", 'High School Student Heroine', 'Nameable Protagonist', 'Oyakodon Ending', 'Perverted Heroine', ""Protagonist's Childhood Friend as a Heroine"", 'Big Breast Sizes Heroine', 'Relationship Chart']"
1319,Enkou Shoujo ~Rikujoubu Yukkii no Baai~,2015-05-29,6.56,1.51,Short,"['Dark Skinned Protagonist', 'Debt', 'Dialogue Based', 'Female Protagonist', 'Floating Textbox', 'Heroine with Big Breasts', 'Prostitute Protagonist', 'Protagonist with a Face', 'Protagonist with a Sprite', 'Protagonist with Big Breasts', 'Love Hotel', 'Prostitute Heroine', 'Friendship', 'Heroine with Tan Lines', 'Kinetic Novel', 'Single Ending', 'Colored Texts', 'High School Student Heroine', 'High School Student Protagonist', 'Naked Sprites', 'No Quick Save/Load', 'Red-light District', 'Unlockable Gallery', 'Vertically Oriented Text', 'Voiced Thoughts', 'ADV', 'Student Heroine']"
1320,Otome wa Boku ni Koishiteru ~Futari no Elder~,2010-06-30,7.19,1.51,Medium,"['All-girls School', 'Food Discussions', 'Popular Protagonist', 'Trap Protagonist', 'Episodic Story', 'Protagonist with a Face', 'Protagonist with Voice Acting', 'Slice of Life', 'School Dormitory', 'Only Virgin Heroines', 'Multiple Endings', 'ADV', 'Other Perspectives', 'Central Heroine', 'Charming Protagonist', 'Coodere Heroine', 'Deredere Heroine', 'Family', 'Heroine with Zettai Ryouiki', 'High School Student Heroine', 'Long Common Route', 'Maid Heroine', 'Unlockable Side Stories', ""Super Deformed CG's"", 'Late Branching Plot']"
1321,Bad Apple Wars,2015-11-19,6.65,1.51,Medium,"['Branching Plot', 'Multiple Route Mystery', 'Other Perspectives', 'Otome Game', 'Built-in Flowchart', 'High School', 'More Than Seven Endings', 'No Sexual Content', 'Protagonist with a Face', 'ADV', 'Female Protagonist', 'Nameable Protagonist', 'Afterlife', 'Artist Hero', 'Bad Endings with Story', 'Boarding School', 'Brief NVL Scenes', 'Coodere Hero', 'Delinquent Hero', 'Discipline Committee Member Hero', 'Emotionless Hero', 'Few Choices', 'Floating Textbox', 'Ghost Hero', 'Ghost Protagonist', 'High School Student Protagonist', 'Interactive Touching Game', 'Life and Death Drama', 'Resurrection', 'School Festival']"
1322,Otome Riron to Sono go no Shuuhen -Belle Époque-,2016-05-27,7.22,1.51,Medium,"['Modern Day Europe', ""Protagonist's Half-sister as a Heroine"", ""Protagonist's Younger Sister as a Heroine"", 'ADV', 'American Heroine', 'Brocon Heroine', 'Changeable Font', 'Ending Scene Recollection', 'Genius Heroine', 'Half-Japanese Heroine', 'Half-Japanese Protagonist', 'High School Student Heroine', 'Laid-back Heroine', 'Maid Protagonist', 'Ojousama Heroine', 'Orphan Heroine', ""Protagonist's Cousin as a Heroine"", 'Skip Scenes', 'Trap Protagonist']"
1323,Kanojo no Karada ni Tsuita Aitsu no Kiss Ato ~Osananajimi no Kyonyuu Kanojo wa Senpai no Ookina Ude ni Tsutsumare Toroketa Emi o Ukaberu~,2015-10-23,6.61,1.51,Medium,"['Dramatic Love Triangle', 'Male Protagonist', ""Protagonist's Childhood Friend as a Heroine"", 'Kissing Scene', 'High Amount of Bad Endings', 'Highly Animated Sprites', 'High School Student Protagonist', 'Lots of Choices', 'Love Hotel', 'More Than Seven Endings', 'Multiple Endings', 'Naked Sprites', 'Only a Single Heroine', 'Only Virgin Heroines', 'Other Perspectives', 'Perverted Heroine', 'Promiscuous Heroine', 'Protagonist in Relationship', 'Student Heroine', 'Tennis Club', 'Transfer Student Hero']"
1324,Trick and Treat,2014-12-24,5.70,1.51,Short,"['Early Branching Plot', 'Mystery', 'Achievements', 'ADV', 'Ending List', 'Enforced Playing Order', 'Multiple Endings', 'Modern Day Europe', 'Bad Ending(s)', 'Bad Endings with Story', 'Halloween', 'Male Protagonist', 'Unlockable Choices', 'Unlockable Routes', 'Albino Heroine', 'Branching Plot', 'Brief NVL Scenes', 'Forest', 'Game Over', 'More Than Seven Endings', 'No Sexual Content', 'Cats']"
1325,Hotch Kiss,2012-02-24,6.70,1.51,Medium,"['Pure Love Story', 'ADV', 'Colored Name-tags', 'Colored Texts', 'Ear-Cleaning', 'Foolish Friend', 'Heroine with Big Breasts', 'High School', 'High School Student Heroine', 'Male Protagonist', 'Multiple Endings', 'Other Perspectives', ""Protagonist's Childhood Friend as a Heroine"", ""Protagonist's Kouhai as a Heroine"", ""Protagonist's Senpai as a Heroine"", 'School Life Comedy', 'Side Portraits', 'Student Heroine', 'Loli Heroine']"
1326,Magical Charming!,2013-05-31,7.10,1.51,Medium,"['System Time Events', 'Only Virgin Heroines', 'Magic', 'Magic School', 'Romance', 'All-girls School', 'Island', 'Joke Endings', 'More Than Seven Endings', 'Reverse Trap Heroine', 'ADV', 'Arrogant Heroine', 'Bokukko Heroine', 'Brother/Sister Romance', 'Built-in Encyclopedia', 'Classic Tsundere Heroine', 'Deredere Heroine', 'Fictional Beings', 'Homosexual Support Character', 'Loli Heroine', 'Lots of Choices', 'One True End', 'Skip Scenes', ""Super Deformed CG's"", 'Unlockable Routes', 'Varied Title Screens', 'Bad Ending(s)', ""Narrating Others' Thoughts"", 'Other Perspectives', 'Read Text Marking']"
1327,"Ore wa Tsuma Killer ~Tsuma 5nin, Musume 5nin, Oyakodon Okawari!~",2011-11-18,7.05,1.51,Medium,"['Adult Protagonist', 'Oyakodon Ending', 'Protagonist in Relationship', 'More Than Seven Heroines', 'Romancing a Family', 'Male Protagonist', 'ADV', 'Betrayal', 'Branching Plot', 'Businesswoman Heroine', 'Co-worker Heroine', 'Dark Skinned Heroine', 'Family Life Comedy', 'Heroine with Sexual Experience', 'Heroine with Tan Lines', 'Heroine with Tattoo', 'Married Heroine', 'Multiple Endings', ""Protagonist's Fiancee as a Heroine"", 'Side Portraits', 'Unlockable Harem Ending', ""Super Deformed CG's"", 'Map Movement', 'Nameable Protagonist', 'Customization']"
1328,Kyonyuu Fantasy 2 if,2014-10-31,7.44,1.51,Medium,"['Heroine with Huge Breasts', 'Adult Heroine', 'ADV', 'Bodyguard Heroine', 'Branching Plot', 'Castle', 'Classic Tsundere Heroine', 'Coodere Heroine', 'Dancer Heroine', 'Dark Skinned Heroine', 'Demons', 'Deredere Heroine', 'Ejaculation Forewarner', 'Elf Heroine', 'Fighting Heroine', 'Fighting Princess Heroine', 'Genius Protagonist', 'Heroine with a Braid', 'Ladder Structure', 'Marriage Ending', 'More Than Seven Endings', 'Multiple Endings', 'One True End', 'Threesome Ending', 'Side Portraits']"
1329,Maro no Kanja wa Gatenkei 3 Kanketsuhen,2015-10-15,7.08,1.51,Medium,"['Adult Protagonist', 'ADV', 'Heroine with Sexual Experience', 'Male Protagonist', 'Married Heroine', 'Medical Doctor Protagonist', 'Multiple Endings', 'No Opening Movie', 'One True End', 'Protagonist with a Face', 'Bad Ending(s)', 'Onsen', 'Comedy', 'Heroine with Big Breasts', 'Naked Sprites', 'Other Perspectives', 'Tomboy Heroine', 'Lots of Choices', 'Hospital', 'Highly Animated Sprites']"
1330,The Flower Shop: Winter In Fairbrook,2011-12-08,6.32,1.50,Short,"['Winter', 'Female Protagonist', 'Modern Day United States of America', 'Multiple Endings', 'Simulation Game', 'Student Protagonist', 'Dating Simulation', 'No Sexual Content', 'Otome Game', 'Protagonist with a Face', 'Gauge Display', 'Romance', 'University Student Protagonist', 'ADV', 'Plants & Flowers', 'Adult Hero', 'No Auto Function', 'Side Portraits', ""Super Deformed CG's"", 'University Student Hero', 'Hero with Glasses', 'Raising Simulation', 'Librarian Heroine']"
1331,Yoake Mae yori Ruri Iro na -Moonlight Cradle-,2009-02-27,7.24,1.50,Long,"['Multiple Endings', 'Future', 'Lost Technology', 'ADV', 'Branching Plot', 'Fictional Futuristic Japanese Town', 'More Than Seven Heroines', 'Male Protagonist', 'Romance', 'Science Fiction', 'Adult Heroine', 'Maid Heroine', 'Princess Heroine', ""Protagonist's Childhood Friend as a Heroine"", 'Under the Same Roof', 'Loli Heroine', 'Alien Heroine', 'Cafe', 'Enforced Playing Order', 'More Than Seven Endings', 'Side Portraits', 'Unlockable Choices', 'Unlockable Event', 'Unlockable Hero(ine)', 'Unlockable Routes', 'Unlockable Side Stories', 'Protagonist with a Face']"
1332,Syrup and the Ultimate Sweet,2015-10-31,6.77,1.50,Very short,"['Dark Skinned Protagonist', 'Female Protagonist', 'Yuri Game Jam', 'Colored Texts', 'Dark Skinned Characters', 'Non-human Heroine', 'No Sexual Content', 'Protagonist with a Face', 'Protagonist with a Sprite', ""Super Deformed CG's"", 'Super Deformed Sprites', 'Colored Name-tags', 'Bad Ending(s)', 'Brief NVL Scenes', 'Ending List', 'Location Display', 'Varied Title Screens', 'Witch Heroine', 'ADV', 'Scientist Protagonist', 'Changeable Font', 'Girl x Girl Romance', 'Kemonomimi Support Character']"
1333,Moero Downhill Night Blaze,2007-03-02,6.05,1.50,Medium,"['Driver Heroine', 'Driver Protagonist', 'Male Protagonist', 'Multiple Endings', 'Race Driver Protagonist', 'Racing', 'Racing Game', 'ADV', 'Foolish Friend', 'Journalist Heroine', 'Ojousama Heroine', ""Protagonist's Younger Sister as a Heroine"", 'Race Driver Heroine']"
1334,Aniyome Kyouka-san to Sono Haha Chikako-san ~Bijin Tsuma to Bijukubo to Issho~,2016-03-24,7.00,1.50,Medium,"[""Heroine's Mother as a Heroine"", 'Heroine with Beauty Mark', 'Multiple Endings', 'Only Adult Heroines', 'Heroine with Sexual Experience', 'Male Protagonist', 'Married Heroine', 'Oyakodon Ending', ""Protagonist's Sister-in-Law as a Heroine"", 'ADV', 'Bunnygirl Cosplay', 'Clothing Damage', 'Heroine with Children', 'Infidelity', 'Kissing Scene', 'Only Non-Virgin Heroines', 'Other Perspectives', 'Pregnancy', 'Teacher Heroine', 'Threesome Ending', 'Few Choices', 'Naked Sprites']"
1335,Persona 4 Dancing All Night,2015-06-25,6.24,1.50,Medium,"['2010s', 'Group of Friends', 'Multiple Protagonists', 'No Sexual Content', 'Rhythm Game', 'Single Ending', 'Protagonist with a Face', 'Protagonist with Voice Acting', 'Episodic Story', 'Idol Heroine', 'Idol Protagonist', 'Protagonist with a Sprite', 'Achievements', 'Enforced Playing Order', 'Fictional Beings', 'Fictional World', 'Male Protagonist', 'Mystery', 'Second-person Narrative', 'Unlockable Prologue', 'Lip Sync', 'Suicide', 'Female Protagonist for a Short Time']"
1336,Tsumamigui 3 Spin-off,2016-06-24,6.71,1.50,Short,"['Adult Heroine', 'Married Heroine', ""Protagonist's Sister-in-Law as a Heroine"", 'Adult Protagonist', 'ADV', 'Brocon Heroine', 'Countryside', 'Donkan Protagonist', ""Heroine's Mother as a Heroine"", 'Heroine with Big Breasts', 'Heroine with Glasses', 'Heroine with Sexual Experience', 'High School Student Heroine', 'Impregnation', 'Infidelity', 'Kinetic Novel', 'Male Protagonist', 'Naked Sprites', 'Protagonist with a Face', 'Read Text Marking', 'Side Portraits']"
1337,Hikari no Valusia ~What a Beautiful Hopes~,2009-11-20,7.24,1.50,Long,"['ADV', 'Linear Plot', 'Fantasy', 'Dark Skinned Protagonist', 'Desert', 'Fictional Beings', 'Fictional World', 'Multiple Protagonists', 'Protagonist with Voice Acting', 'Romance', 'Shota Protagonist', 'Steampunk']"
1338,JD Onsen. Eroero Dynamite Joshi Daisei to no Onsen Seikatsu.,2016-09-30,7.23,1.49,Medium,"['Onsen', 'University Student Heroine', 'Multiple Endings', 'Oneesan-type Heroine', 'Only Non-Virgin Heroines', 'ADV', 'Heroine with Big Breasts', 'Heroine with Kimono', 'Kissing Scene', 'More Than Seven Endings', 'Nameable Protagonist', 'Protagonist as the Only Male', 'Voiced Default Name', 'Highly Animated Sprites', 'Breast Expansion', 'Bleep Censor', 'Censored Text', 'Harem Ending', 'Male Protagonist']"
1339,Aikagi 2,2019-04-26,6.99,1.49,Medium,"['Under the Same Roof', 'Gamer Heroine', 'Kinetic Novel', 'Male Protagonist', 'Only a Single Heroine', 'Otaku Heroine', ""Protagonist's Childhood Friend as a Heroine"", 'Single Ending', 'ADV', 'Backlog Jump', 'Comedy', 'Few Choices', 'Gamer Protagonist', 'Heroine with Glasses', 'High School Student Heroine', 'High School Student Protagonist', 'Meaningless Choices', 'Nameable Protagonist', 'Only Virgin Heroines', 'Protagonist with a Face', 'Pure Love Story', 'Romance', 'Voiced Default Name', 'Love Hotel', 'Naked Sprites']"
1340,Tincle ★ Twinkle Festival!,2015-11-27,6.97,1.49,Medium,"['Comedy', 'All-girls School', 'Perverted Heroine', 'Trap Protagonist', 'High School', 'Bad Ending(s)', 'Branching Plot', 'Deities', 'Deredere Heroine', 'Heroine with Sexual Experience', 'High Amount of Special Effects', 'Highly Animated Sprites', 'High School Student Heroine', 'Loli Heroine', 'Map Movement', 'Multiple Endings', 'Naked Sprites', 'Nun Support Character', 'Ojousama Heroine', 'Other Perspectives', 'Perverted Protagonist', ""Protagonist's Senpai as a Heroine"", ""Protagonist's Twin as a Heroine"", 'Protagonist with a Face', 'Unlockable Routes', 'Protagonist with Partial Voice Acting', 'Varied Title Screens']"
1341,Haha Ranman,2019-04-26,7.02,1.49,Medium,"['Map Movement', 'Taishou Era', 'Adult Heroine', 'Heroine with Kimono', 'Male Protagonist', ""Protagonist's Non-blood-related Mother as a Heroine"", 'Simulation Game', 'Widow Heroine', 'ADV', 'Heroine with Big Breasts', 'Impregnation', 'Kissing Scene', 'Magic', 'Student-Teacher Romance', 'Teacher Heroine', 'Twin Tail Heroine', 'Yamato Nadeshiko Heroine']"
1342,Ken ga Kimi,2013-12-19,7.93,1.49,Very long,"['Edo Era', 'Otome Game', 'Hero with a Sword', 'Lip Sync', 'Bad Endings with Story', 'Japanese Mythology', 'Multiple Endings', 'Past Japan', 'Youkai', 'Female Protagonist', 'More Than Seven Endings', 'Samurai Hero', 'Sword Combat', 'Bodyguard Hero', 'No Sexual Content', 'Tournament', 'Nameable Protagonist', 'Episodic Story', 'Long Common Route', 'Lots of Choices', 'ADV', 'Dual Wielding Swords', 'Past Tokyo', 'Varying Ending Songs', 'Backlog Jump', 'Brief NVL Scenes', 'Built-in Encyclopedia', 'Coodere Hero', 'Flirtatious Hero', 'Ghost']"
1343,Kono mama da to Otouto ga Techno Break de Shinjau kara Kozukuri!,2017-05-26,7.13,1.49,Medium,"['Heroine with Huge Breasts', 'Non-twin Heroine Sisters', ""Protagonist's Full Sister as a Heroine"", ""Protagonist's Older Sister as a Heroine"", 'Brocon Heroine', ""Only Protagonist's Sisters as Heroine(s)"", 'Romancing a Family', 'Siscon Protagonist', 'Under the Same Roof', 'Male Protagonist', 'Pregnancy', 'Shimaidon Ending', 'ADV', 'Brother/Sister Romance', 'Harem Ending', 'Heroine with Sexual Experience', 'Kissing Scene', 'More Than Seven Endings', 'Multiple Endings', 'Nameable Protagonist', 'Only Blood-related Heroines']"
1344,Yokkyuu Fuman na Hatsujou Oba-san ni Yuuwaku Sareta Boku wa... ~Himitsu to Haitoku ni Michita Fuyuyasumi no Omoide~,2013-04-04,6.78,1.49,Short,"['Shota Protagonist', 'Only a Single Heroine', 'ADV', 'Few Choices', 'Big Ass Heroine', 'Heroine with Garter Belt', 'Heroine with Huge Breasts', 'Heroine with Kimono', 'Heroine with Zettai Ryouiki', 'Kissing Scene', 'Married Heroine', 'Multiple Endings', 'Nympho Heroine', 'Only Adult Heroines', 'Only Non-Virgin Heroines', 'Only Older Heroines', 'Protagonist with a Face', 'Side Portraits', 'Stockings', 'Under the Same Roof', 'Unlockable Side Stories']"
1345,Owaru Sekai to Birthday,2012-07-27,7.00,1.49,Long,"['Central Heroine', 'High School Student Heroine', 'Apocalypse', 'Social Networking Service', 'Flashback', 'Imouto-type Heroine', 'ADV', 'Bad Ending(s)', 'Brother Support Character', 'Donkan Protagonist', 'Drama', 'Fear of Death', 'Heroine with Psychological Problems', 'High School', 'High School Student Protagonist', 'Male Protagonist', 'Mystery', 'One True End', 'Protagonist with a Face', 'Side Portraits']"
1346,ExE,2007-06-01,6.73,1.49,Medium,"['Loli Support Character', 'Date Display', 'ADV', 'Superpowers', 'Branching Plot', 'Modern Day', 'Only Virgin Heroines', 'Heroine with Eye Covering Hairstyle', 'Multiple Endings', 'High School Student Heroine', 'Loli Heroine', 'Magic', 'Magic/ESP Combat', 'Male Protagonist', 'Modern Tsundere Heroine', 'Pragmatic Heroine', ""Protagonist's Childhood Friend as a Heroine"", ""Protagonist's Sister as a Support Character"", 'Romance', ""Super Deformed CG's"", 'Game Over']"
1347,narcissu Sumire,2015-12-31,7.14,1.49,Short,"['Episodic Story', 'Hikikomori Protagonist', 'Hospital', 'Kinetic Novel', 'Life and Death Drama', 'Terminal Illness', 'Utsuge', 'ADV', 'Daydreams', 'Depression', 'Dying Protagonist', 'Family', 'Female Protagonist', 'Flashback', 'Friendship', 'Gamer Protagonist', 'Identity Crisis', 'Mother Support Character', 'Multiple Protagonists', 'No Gallery', 'No Romance Plot', 'No Sexual Content', 'Ojousama Protagonist', 'Other Perspectives', 'Protagonist with a Face', 'Protagonist with Voice Acting']"
1348,Sei Monmusu Gakuen,2012-08-24,7.10,1.48,Medium,"['Monster Girl Heroine', 'Monster Girl Support Character', 'Teacher Protagonist', 'Dragon Heroine', 'Ghost Heroine', 'Heroine with Heterochromia', 'Living Doll Heroine', 'ADV', 'Boke Heroine', 'Genius Heroine', 'Heroine with Wings', 'High School', 'High School Student Heroine', 'Kissing Scene', 'Male Protagonist', 'More Than Seven Heroines', 'Unlockable Routes']"
1349,Frozen Essence,2010-08-10,6.94,1.48,Medium,"['Amnesia', 'Central Hero', 'Fantasy', 'Leader Hero', 'Mage Hero', 'Magic/ESP Combat', 'More Than Seven Endings', 'Noble Hero', 'Otome Game', 'Secret Society', 'Female Protagonist', 'Evil Route', 'Bodyguard Hero', 'One True End', 'Past Setting in a Fictional World', 'Romance', 'Torture', 'Mystery', 'Unique Routes', 'Multiple Endings', 'Combat with Bladed Weapons', 'Nameable Protagonist', 'ADV', 'No Sexual Content', 'Bad Ending(s)', 'Blind Choices', 'Branching Plot', 'Choices with 4 or More Options', 'Lots of Choices', 'No Opening Movie']"
1350,"A Summer's End — Hong Kong, 1986",2020-04-23,7.47,1.48,Short,"[""80's"", 'Female Protagonist', 'Protagonist with a Face', 'Protagonist with a Sprite', 'Girl x Girl Romance Only', 'Romance', 'Summer', 'Family', 'Father Support Character', 'Mother Support Character', 'Adult Protagonist', 'Shopkeeper Heroine', 'Adult Heroine', 'ADV', 'Colored Name-tags', 'Office Lady Protagonist', 'Only Adult Heroines', 'Only a Single Heroine', 'Past Earth', 'Unlockable Gallery']"
1351,Venus Blood -Chimera-,2008-10-31,6.48,1.48,Medium,"['Harem Ending', 'Raising Simulation', 'ADV', 'Bad Ending(s)', 'Dark Skinned Heroine', 'Demon Protagonist', 'Ending List', 'Ending Scene Recollection', 'Fighting Heroine', 'Heroine with Big Breasts', 'Irish Mythology', 'Kemonomimi Heroine', 'Male Protagonist', 'Masochist Heroine', 'More Than Seven Endings', 'One True End', 'Other Perspectives', 'Priestess Heroine', 'Protagonist with a Face', 'Protagonist with a Sprite', 'Protagonist with Tentacles', 'Torture', 'Whipping', 'Medieval Fantasy', 'Action', 'Anal Birth']"
1352,Tsuma ga Kirei ni Natta Wake,2017-04-21,6.58,1.48,Short,"['Infidelity', 'Completion Status Indicator', 'Love Hotel', ""Protagonist's Wife as a Heroine"", 'Male Protagonist', 'Few Choices', 'Multiple Endings', 'Adult Protagonist', 'Big Ass Heroine', 'Heroine with Beauty Mark', 'ADV', 'Only a Single Heroine', 'Colored Name-tags', 'Kissing Scene', 'Modern Day Japan', 'Naked Heroine with Apron', 'Naked Sprites', 'Only Adult Heroines', 'Only Non-Virgin Heroines', 'Chubby Heroine', 'Heroine with Crotchless Clothing']"
1353,Itsu made mo Musuko no Mama ja Irarenai! 6 ~Kyonyuu de Cool na Kaa-san no Oppai ni Dakare nagara Tappuri Amaetai!~,2020-04-24,7.15,1.48,Short,"[""Protagonist's Blood-related Mother as a Heroine"", 'ADV', 'Female Protagonist for a Short Time', 'Few Choices', 'Heroine with Big Breasts', 'Heroine with Children', 'Heroine with Sexual Experience', 'Highly Animated Sprites', 'Impregnation', 'Incest Romance', 'Kissing Scene', 'Lip Sync', 'Love Hotel', 'Male Protagonist', 'Multiple Endings', 'Naked Sprites', 'Nameable Protagonist', 'Only Adult Heroines', 'Only a Single Heroine', 'Only Blood-related Heroines', 'Only Non-Virgin Heroines', 'Only Older Heroines', 'Other Perspectives', 'Pregnancy']"
1354,Youkoso Tanetsuke Mura e ~Itsudemo Doko mo Demo Hitozuma-tachi to Haramase Koubi Dekiru Risou no Slow Life~,2018-06-08,5.56,1.48,Very short,"['Adult Heroine', 'Fictional Modern Day Japanese Countryside', 'Impregnation', 'Infidelity', 'Linear Plot', 'Married Heroine', 'Modern Day', 'Modern Day Earth', 'No ""Keep Voice on Click"" Option', 'Only Adult Heroines', 'Single Ending', 'Countryside', 'Kinetic Novel', 'ADV', 'Birthrate Decline', 'Protagonist as the Only Male', 'Adult Protagonist', 'No Opening Movie', 'Perverted Protagonist', 'Salaryman Protagonist', 'More Than Seven Heroines', 'Colored Name-tags']"
1355,"""Kareshi Inai Reki = Nenrei"" Ja, Doushite Ikenai no yo!? ~Sei Torea Gakuen Ren'ai Kinshi Rei~",2012-11-22,7.03,1.48,Medium,"['Only Older Heroines', ""Protagonist's Older Sister as a Heroine"", ""Protagonist's Senpai as a Heroine"", 'Lots of Choices', 'Student Council Member Protagonist', 'Enforced Playing Order', ""Protagonist's Non-blood-related Sister as a Heroine"", 'Shota Protagonist', 'Teacher Heroine', 'Student Council Member Heroine', 'Student Council President Heroine', 'ADV', 'Airhead Heroine', 'Brocon Heroine', 'Bunnygirl Cosplay', 'Cat Cosplay', 'Colored Texts', 'Heroine with Big Breasts', 'Heroine with Huge Breasts', 'Multiple Endings', 'Only Good Endings', 'Protagonist with a Face', 'Unlockable Harem Ending', 'Unlockable Routes', 'Naked Sprites', 'Raising Simulation']"
1356,"Chijoku no Onna Kishi ""Orc no Dekisokonai de Aru Kisama Nanka ni, Kono Watashi ga...!!""",2014-05-30,7.16,1.48,Long,"['Heroine with Huge Breasts', 'Fantasy', 'Monster Girl Heroine', 'Nameable Protagonist', 'Non-human Protagonist', 'ADV', 'Dark Skinned Heroine', 'Demon Heroine', 'Doggirl Heroine', 'Elf Heroine', 'Furry', 'Heroine with Big Breasts', 'Heroine with Sexual Experience', 'Impregnation', 'Kemonomimi Heroine', 'Kissing Scene', 'Knight Heroine', 'Multiple Endings', 'Music Recollection', 'Naked Sprites', 'Sprite Viewer', 'Harem Ending']"
1357,Hitonatsu no Yume,2005-08-06,6.76,1.48,Short,"['Male Protagonist', 'No Sexual Content', 'Protagonist with Voice Acting', 'Summer', 'Vertically Oriented Text', 'School Festival', 'Central Heroine', 'High School Student Protagonist', 'NVL', 'One True End', 'Bad Ending(s)', 'Heroine with a Braid', 'Student Heroine', ""Protagonist's Kouhai as a Heroine"", 'Twin Tail Heroine', 'Multiple Endings', 'High School Student Heroine', 'Loli Heroine', 'Musician Heroine', 'Romance', 'Heroine with Glasses', 'Fast Mini-games', 'Cats', 'Date Display', 'Other Perspectives', 'Optional Gameplay']"
1358,Hoshizora e Kakaru Hashi AA,2012-04-27,6.93,1.48,Long,"['ADV', 'Episodic Story', 'Romance', ""Super Deformed CG's"", 'Adult Heroine', 'Airhead Heroine', 'Brother Support Character', 'Classic Tsundere Heroine', 'Coodere Heroine', 'Countryside', 'Deredere Heroine', 'Energetic Heroine', 'Foolish Friend', 'Heroine with a Fang', 'Heroine with Kimono', 'High School', 'High School Student Heroine', 'Male Protagonist', 'Naked Sprites', 'Other Perspectives', 'Protagonist with a Face']"
1359,Miboujin Nikki ~Akogare no Ano Hito to Hitotsu Yane no Shita~,2012-04-27,6.98,1.47,Short,"['Cousin Romance', ""Protagonist's Cousin as a Heroine"", 'Widow Heroine', 'Adult Heroine', 'ADV', 'Big Ass Heroine', 'Colored Name-tags', 'Heroine with Glasses', 'Kissing Scene', 'Lots of Choices', 'Male Protagonist', 'Marriage Ending', 'Multiple Endings', 'Naked Sprites', 'Only Older Heroines', 'Ponytail Heroine', 'Stockings', 'University Student Protagonist', 'Big Breast Sizes Heroine', 'Bunnygirl Cosplay', 'Heroine with a Braid']"
